account_id,actual_compute_hours,actual_storage_tb,overuse_flag
75f23398-1451-4512-9563-4c0c25edc6bb,2273.31,37.41,False
120737c1-90b9-4efe-9002-683a8494d0c3,8054.93,82.02,False
70acbf17-1782-45cd-bf34-1ac2a9d61c08,1348.1,54.85,False
9753e34c-0d2f-4131-abfa-cc7d788807b7,744.44,82.9,False
ebd040e2-4e29-4701-8bab-30d7abe67717,3253.86,41.19,False
aa54fd58-29c4-4e69-91fd-67d2ecf814f7,5574.79,40.97,False
708489ab-d6f7-4ce5-af84-bd385321038b,7073.07,56.47,False
5162674d-fc4b-4f76-8066-a4937b6af820,3997.24,51.99,False
34cdd2d8-fcad-437c-aa1c-8506e9848551,5395.25,57.18,False
9ab38c45-d7de-4f47-8c6c-4e3d01ed23e9,2889.94,13.81,False
4c5a9271-444f-4ef5-b3af-a055c09897a4,1344.58,28.79,False
2b7bfc3e-da11-4846-b272-5e0000a07a5e,2626.26,47.88,False
92bd2d06-cfd9-4ebd-b4c9-f3b93012b545,1311.17,53.74,False
f6c1719c-1215-4232-b630-d2b24ac3d423,5186.25,59.39,True
2ed396e4-69a9-448c-b800-3156d0dae5d5,3861.25,19.14,False
c077bd22-aa87-44d2-bfc6-39d7b1c18854,4832.56,24.81,False
0c3c593b-32ee-4e42-bd43-ade1c5b8ca7a,5246.24,39.65,False
a84022d5-ecf7-4d54-954a-be1008686125,11289.48,46.15,True
cf28623a-bdc5-47c6-9366-2730d84bb560,1735.14,47.9,False
43349331-627b-4113-9f3a-d032b33b717a,381.97,47.66,False
9cdac2cb-5fda-4d9e-9810-dc5d9ba71602,3086.4,91.32,True
4c2638ab-4277-4f6c-9148-71c91677baa1,4552.47,10.43,False
329d4b04-63d5-4f21-9324-6df44ef74a88,3143.17,10.36,False
f040c6aa-dde3-444f-b5a4-d393f37dcaa4,5823.34,38.38,False
a20202b9-b0c4-4dfd-9a2f-ff727f5aedf9,7092.5,16.2,False
272e2268-cf5d-426d-ba49-0a858e147221,464.08,3.11,False
10bcb2e1-88a9-4f23-9ba3-c47181cc14b0,2901.84,2.74,False
5512ae4b-cc9c-4d6a-aa8a-31c2ecc734bd,5039.99,49.55,False
179102a6-f100-4543-9896-03f1fae5fdb6,5595.33,45.9,False
8f32c0bd-6c69-49ff-90a5-3691c667af26,6525.62,23.45,False
7bead3ea-17f4-4edc-b024-5d7abad4a2ff,3855.94,49.58,False
4a158703-d20c-4c80-a87a-c8efb3907a00,1196.16,3.8,False
ef533373-2433-4447-b4bf-e842d6bc7e04,2989.88,53.75,False
e7f9c918-2631-46a2-a74a-1f35b35877d3,3773.39,70.01,False
70b7d01e-bdcb-4eef-8674-63246f1309f1,4004.71,5.77,False
e4b02cd5-1119-4e24-8e93-3f09f988cc25,2749.96,7.94,False
53f4f60c-f1bd-476c-b7fb-7e0bdc69fb28,1636.89,44.77,False
d1fdd407-8f72-4d00-b03e-8affa616108b,2962.21,53.88,False
dcacf4bb-4d61-4c1f-9438-d2f4f98d89c7,4199.79,46.13,False
b50bead0-127d-44df-84a6-ead244183a36,666.32,2.66,False
48dbb55e-e0fd-402a-8ae0-27692b59cc82,6808.4,65.47,False
44ffd064-9add-45dc-8890-511b124a6616,4791.17,19.28,False
b3b89988-1b64-420c-94fd-a026108b8369,1450.44,1.85,False
b399e74a-9eac-4db7-9f05-71a603974d01,7409.13,65.46,True
d2301045-ee71-4d16-957b-097f2aa4bfcc,7241.26,50.88,False
ed75e4a9-9b39-487c-8ee0-cf4dedd744d7,6402.92,16.51,False
763d7cc7-860c-4b48-b79e-a0a67094a720,4095.11,65.25,False
eaae2eaa-1f34-463b-b5cf-363533cc54ef,7165.99,67.34,False
0f348db0-77a0-46e2-b7c3-7824682403be,2118.69,6.49,False
d5c22804-0a0e-4560-bf4f-a84297e96e36,6597.07,28.93,False
cd4f4dea-0eb0-4eef-9b6f-4e4cb8c96757,4370.84,9.0,False
384b9a20-ffac-4d39-93b2-194b3a7c0feb,1318.72,89.94,True
a48eaa06-81c9-4b3b-a3ae-9b71588020d8,6770.86,1.39,False
bc27c21c-f9e4-44ce-92e6-95d8aaeabd1e,7541.47,128.84,True
b54f3136-2559-4c55-8345-4b0642582e56,5392.0,39.67,False
9a5731c7-6a16-4266-be7e-732d64c695de,2647.1,33.16,False
98cc7786-a0d2-4ff5-8efa-2d6bdecb31a3,7959.03,91.31,True
4d0b3eac-f8c0-4e2b-8fa3-b6b356e27494,6243.55,67.66,False
df1ab337-fdb8-40be-9e7d-ce3d82482b72,3873.92,19.94,False
73a7a5bb-5db2-4ccc-93e0-bf2a81e51b9b,3933.42,6.54,False
d5a63c68-494e-44b1-8299-7a2023930c28,4889.95,43.07,False
122c82b3-f3d5-44f6-9596-943a98166511,2638.89,2.87,False
a3e8d2c2-48b1-4447-a73e-abc47639936c,4618.59,66.42,False
fafd1f61-f494-40ba-aac9-599e95056670,6895.15,4.96,False
48b376bf-749a-42b2-9caa-8772446ed413,11352.73,75.62,True
aa80f144-c5d6-475d-91e7-a13907af9c29,1674.83,18.46,False
f55802c0-70f1-48d1-aae7-c01fb2fbebce,2745.67,88.6,False
e656af82-aefc-47ca-9726-1b0af8df7b20,4953.44,50.03,False
5939fed1-82d9-470d-9541-5df8bbaaba1d,3517.44,10.42,False
6e158144-18f5-48bb-a617-3b88147d31ac,3302.07,42.07,False
568b94ed-af47-44f7-8517-1c0adec76bc5,887.62,38.81,False
9aa356a6-580a-42b4-b63d-d5e10a46d75b,4014.22,71.84,False
16beef75-4864-49c1-a424-e7200027a136,4513.17,43.2,False
414bb8b3-0144-45b0-a87f-756f59cb3b42,4631.49,16.19,False
e6e2e120-992b-483a-8b75-a81ffa7b466e,7213.87,34.14,False
5a003794-a4a9-4b83-b56b-189825a171cd,5380.2,67.36,True
4d2ad3b8-9e01-4a81-93ef-3017c4cea288,2769.76,21.55,False
0b8b22b2-2aa7-44c2-804c-d55d035b1de7,6263.35,15.24,False
d5bc5a13-dfdd-47f3-a960-096fd792e63f,3251.12,89.56,False
f393e4df-4b14-4bec-87c1-c1fa3c438e8b,948.05,25.24,False
d509602a-f7cf-4386-b61e-15927161e968,5448.14,67.33,False
2a2e10c4-8909-4d93-8597-2044284a8b7b,3935.97,48.06,False
469b58c7-2497-49a8-a06b-4a4490c4bd42,3976.24,6.73,False
a394e668-127e-45af-b1ad-aa87176944b5,4077.78,41.57,False
dd1f1703-03e5-4ee0-b1f3-ce3499b1e8fb,7898.66,24.64,False
143da9a8-cf16-42c0-b0c3-be357371b137,3440.89,49.25,False
ace3e23d-21f8-410f-ba7b-b866cc34bd52,1798.94,40.57,False
7de874e1-604c-4ff2-893c-e35d8c65aa8d,6189.69,88.65,False
3e465ffa-b17a-4f8e-9ec4-8b61c169382c,5740.67,71.66,False
3390bc12-f1d8-4c9d-9540-e778453521fe,10041.11,64.79,True
cccbce03-11ec-4dc3-9246-da270b23bf8b,4525.95,42.79,False
3bbd1d41-49ff-4945-8842-011f1f46a743,803.47,62.77,True
5cd2bd0d-9d19-4215-8760-ce006d1ddf3c,4413.5,88.42,False
490d4448-f4fe-4aa5-878d-743f9c132381,2985.69,43.44,False
ef5cd8d0-3326-4feb-a08a-dadd7cb9ba55,5413.41,14.63,False
0231e543-a8af-4a2e-b69c-21ace19a2dc5,1352.36,4.06,False
5488426e-6833-4b68-9a40-e3132b65b619,1872.94,32.95,False
49a02f79-afe8-4d7f-aec4-bdf462defe64,2037.37,29.38,False
6bf05c97-0218-4f83-80ab-a6000fea732f,1480.89,24.05,False
4cefda5a-4c19-4a49-aab8-981cbc3a69ad,3621.68,67.53,False
a94cedea-ce00-4e7d-9c35-5e047c64f261,5025.72,34.89,False
e550e099-8a33-4d97-9e6a-aa47e8a64817,6911.11,26.57,False
9f952be4-9bd7-43ac-9d16-895f06985dfc,2430.75,5.83,False
8ba8e3ff-3087-4f48-b241-2a3a0fdba7f2,2647.98,18.98,True
3d8eced4-76cb-402b-b7da-1b08fdeccbd0,2538.54,35.48,False
c69bff94-2f84-49f7-a288-37cc08469cf7,2907.87,39.8,True
690c3a55-1acb-477e-9035-e4f3b713a820,5623.46,28.18,False
aa9a8577-d29e-49db-a4c5-b140503c4a08,2175.46,64.06,True
1b333a1f-2a51-48f7-8f70-4702b79bf3c3,5663.07,74.48,False
b473e659-1788-49ce-a26e-42b769feb62a,580.75,21.13,False
7ca9e33a-dac6-4dc8-9c42-289d916a6c4c,2998.23,48.07,False
c4db7024-4a99-49d4-a56d-c78789d570fd,995.59,102.86,True
bf449003-45a7-44b5-80c6-caaf4bd9fa1a,5855.04,42.1,False
50b69157-bde3-47fb-a749-0acab65e76e1,7181.38,42.38,False
5e62c281-aec5-48f0-bbaa-e34928d4a427,6101.07,20.61,False
541098f3-7378-4396-9a09-27b82f12c4a2,4274.7,21.65,False
4bacca6a-697a-4850-949b-45273ecd1f9e,4304.98,6.71,False
ccd2a365-b724-46bf-b04e-b69931be383e,3737.13,78.78,False
7c64f9db-3b4c-4d47-b592-8ee11e7466b7,3192.19,16.98,False
57450ac2-283d-48ed-ba16-0e098d2311b2,7045.94,12.0,False
5b0e39c7-e8fd-4d9f-8e9f-6c3a6053bcc3,980.29,19.7,False
8c7bdab5-9630-48a6-b3bb-18089ae8c62d,1681.32,40.35,False
9a9d79a0-ed06-4bd9-bb97-7ad4a8898403,4547.18,40.2,False
9eab77da-3150-455d-bc70-2ce36507459c,7405.75,46.36,False
0a0303d0-7798-46a9-8b54-9f70432f6a5d,9241.98,61.41,False
3d106acf-948f-4ff6-976f-03d088c608e6,3874.5,19.86,False
cd3056b1-f6e5-40bd-af40-2ab8784112f4,1231.44,67.17,False
d6bcc374-cf95-4b63-8aec-16651eb7902c,7022.67,12.77,False
30f760ae-4429-4179-96e6-a2132e6461fd,6478.67,59.03,False
3f27c24f-3e41-4bb7-9c5f-7852b207549b,4058.52,27.83,False
601dd4d5-ae84-49b6-b08c-2e414fe67625,2640.51,29.94,False
3cbedc03-336f-4cc5-8a29-7109cc611889,6751.92,11.06,True
26bce14e-47d0-43e5-912b-05899b0de07f,376.94,51.2,False
864da239-89d9-4f6a-8a00-abc0964a0058,3602.19,43.01,False
9158e79d-c77c-4ef8-9f3e-65d08c144931,2703.97,72.86,True
59611d1c-e4af-4aee-b3db-8e97338b65db,2557.12,70.78,False
dce3e7ea-7757-408d-ac44-f4a5827310f1,6389.29,34.87,False
66759c29-a5f1-449b-b688-423036c2b35b,2118.23,13.88,False
b175a117-afa7-4291-8abd-03bc1104d46a,4085.1,21.64,True
e3f4e9bc-30ac-478b-ad8b-fed8b7502762,6595.39,9.63,False
30eff4a5-3287-46ac-8186-46fb29eeb5dd,1035.27,27.65,False
df977dc9-ad62-4ee1-9346-6a6c480ec699,3198.97,52.56,False
22e393aa-5ee1-45c2-8aef-305b636e074b,7066.8,20.68,False
f1baf268-d880-4b7e-aeb1-dc6be8298035,4365.6,54.13,False
31e85e6c-158a-4dae-a037-3615c139f2a7,6253.02,33.84,False
499ac3dd-7be6-4ea5-9534-18b5cb4d1113,2590.19,68.72,False
b8b33489-5ffa-4c0b-ae93-a4359da92dfb,4838.35,38.1,False
2aa822c8-da39-469b-a4e5-d20af48429dc,13968.99,45.19,True
12cfcf3a-18bb-4fdf-981c-5248b532fe12,3802.11,0.54,False
6460b45f-c961-46f7-8934-e7693b4035a5,4700.16,92.6,False
52c29620-be44-450f-af33-8077b9eba7e5,4794.31,49.53,False
d483199e-43af-45c9-b933-5d1c0047b540,8759.39,67.45,True
a6c2f021-6b15-4f44-83f7-9ee37aef77e9,3324.12,37.02,False
3ffbcd4f-c1a7-44b2-b669-ae4b287b77c0,3690.45,43.8,False
7e615be1-d0a0-4ba2-b0d6-91d2efa966e4,5007.5,24.37,False
a87cff77-bf1e-4e7e-b76a-9a780fe78dc2,11951.24,60.2,True
30fef5d0-3f56-4249-8e06-7349369812f2,7329.59,56.47,False
dfa915f7-81a5-4ba4-9b80-a824017d1a2b,5366.07,23.43,False
947f0c06-7a2f-4571-b360-9ebaf0f1f9be,2911.0,49.36,False
75ce5fa2-3a37-4571-b522-1c8adca521f7,8188.43,69.4,False
6b117e86-dbf1-4252-8fea-9f3faa004764,5168.03,52.24,False
ad26db75-3de2-4712-a2b2-84969ee376f3,3711.31,68.24,False
9ee2d538-ff5c-4f49-a13f-b595b8c526ea,7749.91,54.47,False
431e2d3c-2ce1-4fc2-8ad4-aca5a0129846,3355.06,49.48,False
61188abc-1395-4224-b6ec-0122be9c383e,1261.98,118.85,True
8866b2da-85b9-444a-9ebd-2d81223a5af7,5287.36,56.61,False
90da0d55-515f-4272-aeab-5d7d9c7854d5,7312.94,4.94,False
4b88f759-799b-4c2b-be3b-50e59c57d684,1904.45,18.06,False
af2f92e4-713a-46f4-9d7d-b0498d99a1b1,5232.64,68.82,False
ba51f31f-5bee-4336-ae7a-f7db579e618f,6535.43,22.32,False
063624ce-8c3b-40e1-928c-9c60e4c3a3d1,1741.63,24.76,False
eee335bc-8f4e-4270-9c0e-252805c4fcca,3976.99,16.24,False
be36180a-005f-4578-961a-222780169055,4507.46,65.07,False
6d172738-8e25-4c7d-b0f1-dbd97dae090e,2784.08,30.66,False
52626c23-1476-455b-95a6-3bac84727948,4807.91,126.34,True
1af78acc-1706-41bb-9118-04187e356aad,2225.0,49.44,False
f94c372d-38e5-4042-a0e9-2818782eaf9f,3487.44,44.36,False
231d376d-1747-4823-a27a-5cffc4ff62f0,3593.7,3.18,False
425f1d24-f73f-4726-b56d-59f85b154b55,9985.81,133.18,True
53464055-0745-4b5a-afb6-6aedeac7d7b4,12787.53,9.0,True
84e3386c-6a33-45ac-a8a5-5328cc21e0d0,2873.89,2.64,False
295764d7-f33d-4a24-8432-bd5f7eb5487c,4454.31,88.62,True
5b27eaee-5a64-473b-b98d-9125acf493e0,12904.35,14.34,True
52b2f49d-7478-4b8f-96cd-eeb98807e23b,2825.51,27.76,False
cea465c1-5767-4870-a7ae-be2bfa698088,3882.54,127.01,True
f039662c-cd7f-4b38-9557-c09adcddd175,3442.05,39.56,False
540694ee-49ad-48fc-9696-10ed5afd9d9a,6188.31,22.64,False
3b3c3dbb-8dbb-4d61-a3ad-c3b6423b3783,3922.19,39.5,False
7b388039-efa5-40b5-bad3-516acc7237ed,524.57,47.12,False
5a6577df-d9be-4cd3-903b-e12b947807d2,930.6,50.06,False
1e611e97-d5a2-42d1-873c-a82950b90443,4276.96,25.99,False
17b2430a-6a8f-4027-adb7-9706fbb06602,7553.57,115.42,True
71c6668f-be22-48fa-b301-244f133fe30a,8685.86,60.35,True
6f82c2f5-d5b9-4604-af03-9b1873e1abe5,1781.96,27.04,False
a49a5f32-552b-4246-8c35-21591f686fd9,6369.72,28.89,False
35b2690b-ced4-4b69-949b-3ea56f0519b9,6143.25,26.77,True
934e933c-711b-495e-9fc0-4e16697e66a9,5026.63,35.13,False
f27db193-703d-49f6-8c9f-e3474598179f,2304.99,6.25,False
d9dc4ef3-142f-4481-89af-079af67cb82d,4091.62,44.99,False
1f5aea59-9c97-4eaa-b8ba-da860f231136,13532.26,24.38,True
b5eb0f98-1d82-471b-a6bb-3d63b4744aba,2556.91,36.92,True
ef872f81-9254-494e-af06-d60c993923f1,4715.47,53.39,False
416bbbe8-c28e-4551-925e-2a21425d6591,5656.02,20.16,False
8b67bc4e-b1ff-42a0-8db6-cc993392356a,3092.91,36.81,False
a187b659-593f-4ce0-abde-b495623ad076,4347.29,9.19,False
6c07bd9f-62e6-4e89-81b0-3250f216f4c6,2625.97,23.33,False
0a570157-e0ea-46eb-a8bd-0f42040c5fca,7923.29,81.23,False
2123b337-4281-4ba9-afd4-0fd152a890e0,5501.18,21.07,False
b1dc5b7a-59b8-420a-8a93-40342679861d,2921.28,42.8,False
8b5c065d-0528-475f-986a-f992f2a69a93,3030.73,58.23,True
457fc4cd-6f3e-472e-b922-d7c8bb07e289,2000.68,2.54,False
3356a67b-3b75-4066-9ef8-1cf233bd9cf2,7505.17,2.8,False
5a951fc0-7db0-428f-b5dd-f5c198b4928b,6245.63,46.75,False
0679790e-21e4-4725-a931-9bc4699e2e1a,13932.54,113.26,True
82285cbe-fc35-4f0f-9b4c-721b6ef4a9e2,7832.35,10.98,False
423ec92e-96cf-4b3b-bff3-f1e1566a9e0c,3599.98,49.8,False
00f01f52-c515-47b4-a133-7059e099b9a2,5027.97,34.76,False
d51f5e5a-3553-41ca-91a0-d9ed9b72f388,4339.79,25.95,False
241f889e-edc3-4471-b087-edad4d4f7427,1378.45,29.76,False
568ffa98-6f10-4137-8630-f2167c64a0bb,3272.66,44.55,False
1775d70b-5973-4a88-bf0b-4d319b618dae,5397.66,5.62,False
488e8031-98bf-45b4-962f-90cdcee158ce,985.5,51.53,False
772124ed-c679-429a-99e1-36dcb62c2327,4038.39,5.59,False
0ae9d037-6fb1-4abe-9857-e742dc34ef37,5617.51,13.72,False
4e0534d8-ab0b-4d88-a00f-818da6832807,1519.4,21.41,False
26d1d62b-9019-4cf7-81e7-0f2980a705bd,4347.49,28.37,False
bec69d77-6f7f-4c4a-901d-8de4b490675f,4060.58,102.25,True
bc4a6999-28fe-44e8-a324-92131ceaa02b,743.26,76.94,False
c7b4eb2f-5929-4da3-b241-7c19077c03a0,1150.7,70.45,False
214613c1-fafc-4c11-b06a-e9460dabb42d,3091.14,72.01,False
7d6f4c69-836e-469b-aa71-f01dc8da9548,5662.81,35.2,False
28b3f20a-d99a-4ea1-88c1-cc3fca683fec,2002.03,53.51,False
7a84fee8-979f-4ec3-aa0b-421d64979367,8892.16,40.94,False
67c6e9ee-5cd8-4f8b-ae69-33cc0afc110b,10607.48,26.84,True
20e32a98-1ac5-4f96-90b4-8bb23fe37944,1538.79,53.49,True
7442772b-48ef-4f2d-b2a6-f2ee026a38c2,4435.26,68.23,False
4dd9e452-dfc3-4ea9-b8e0-43eb3c5efaa1,8063.62,10.47,False
1a6c4c9c-4ce1-43bf-b08e-d2dc128aa6cb,1859.18,92.73,True
35152538-8953-4a24-b1d9-d77d5eb97612,9793.23,47.23,True
190cae97-38ee-4de3-ba12-118927a09ae7,3056.17,70.56,False
298ceae9-80c1-4fa9-92aa-e689475d524c,1105.8,5.37,False
55d7622b-c9fc-48af-bbc2-665f1b50125b,5060.57,14.3,False
14f629fe-dddc-428a-b136-0b3bcc9d0f99,1321.21,34.69,False
eaef0a0f-0921-4aaa-b0af-f1891730712c,898.32,48.97,False
d29d9212-d040-448a-96f9-c66c3e2bf62b,3729.55,72.71,False
5470c598-4ce9-4ed7-be90-54c24bbe2c20,5486.29,4.86,False
35ef53c1-4e0a-4321-a083-8bbdd30e3101,1202.65,38.34,False
09b5d31e-46ae-4c11-ab1e-251b572079db,3438.64,46.81,False
53950ae1-e60e-470d-ba0a-ac8c84832af7,3467.59,43.42,False
8d3bc7e6-c997-477d-8e4b-195bd545529f,8028.89,78.53,False
778f1f4a-96af-4b53-8825-760c28867fc6,4162.14,57.1,False
2a6d9d82-f6f5-4860-aee2-65a71b9ead24,4413.17,7.83,True
0b345a65-235f-4626-a593-6fb509714076,2876.01,85.74,False
f0c52366-93a6-44b1-a338-15e6f6c5a1f6,2973.66,0.58,False
8fce4ea7-4471-40f2-a3c0-b46115c44b85,2183.73,59.47,False
9db53117-cd21-4b84-ae7e-7a1abe813059,3811.4,18.08,False
b1e2bc3d-24d9-4855-9d56-4a9259d458e3,6232.67,35.63,False
f030084f-643f-4478-8a91-1b9bef7b9804,3774.41,51.52,False
1d903b91-d2ec-4638-84df-e9cfc1826bf4,1651.04,28.21,False
f918e62b-8240-4418-bf7a-17d54fa631bb,7049.6,63.79,False
bbf64ba5-9a89-4428-a205-9892310f1c27,2895.43,43.27,False
ee28ca09-1fe4-464b-b444-cd45ce6ade6e,628.43,13.83,False
98cc05c3-e4cb-4f7f-a488-43d1ffeafc0b,5034.19,28.23,False
156890a7-5e2c-42a7-8e55-556e78091963,983.33,83.56,False
af6ef059-3b7d-4865-b17b-0fee56718ce6,1170.63,16.64,False
76d706ce-158f-4358-899d-8c34b325c65c,7528.97,101.21,True
9509efed-3a1e-4069-b779-c99d9a5302a3,3567.05,57.09,False
8558642c-c18a-4848-8a05-3a99be34b1ae,5746.72,19.77,False
e5125318-ed7c-418b-a48f-53a4bd438483,2133.65,4.79,False
f263ddef-273a-42cc-8789-4429fe318a67,7695.18,4.32,False
8cb9956d-90a9-4f82-bf37-a7d4e94d882b,6579.92,68.79,False
492bd21f-a62f-4e2d-bfe8-8de5d3e2b7f5,5935.11,47.78,False
6e1d031a-8e88-4394-b3e6-598070e85883,11575.22,55.64,True
8b60e9a5-d5fb-4772-90f5-51c1d4ebd138,5879.68,50.76,False
ed2b3830-56bb-4543-8668-141bda9b1673,2332.27,71.49,False
ce4826d4-b250-41fc-b43c-c077712f3df0,9863.48,54.71,True
5eda5d50-0a6b-4558-8b60-2610da1441f6,5736.66,20.76,False
fafb154e-db89-46f2-8a2a-042b8fb5e49c,1372.99,60.08,False
2f6aaa47-1eb4-4624-ba69-546c6355e196,5273.91,32.31,False
1d1cbb38-2ee8-4ebe-918b-2cbefdb495ac,1311.66,38.98,False
7f30e4a9-b54b-4538-b80f-916a23f2d0c2,3024.91,55.96,False
3d8034ad-3713-46a4-b8ee-eadcf53d803e,3531.53,56.04,False
d4675a09-22c4-4075-bef1-1ea5d544d8e8,1148.91,50.54,False
eca2ae0e-5f33-4536-a437-2d6cc441dd6d,2673.1,55.05,False
5010d81a-fc91-4662-8fe9-a92a21850e6a,4952.38,1.63,False
0d4f1dab-53a6-4736-a789-51afc7e86820,6999.67,42.97,False
93de3a07-8db8-443a-85ad-35f7d1f978dc,6133.99,66.55,False
923bf813-9cbd-4b9e-b074-03f7f5a4c586,9155.29,13.43,True
34823941-d0e1-48bd-8a91-31a049b0fb18,3198.51,2.03,False
6f2fe66b-d70f-4b5c-b2d1-656caf7af92a,353.59,20.73,False
59c874b0-37d1-4db3-bd83-06c9bfdf3d48,4986.34,31.0,False
ec17e150-350d-4bce-aa72-a23d6c2ef133,2394.67,51.39,False
136b9426-12c3-456f-9fa7-99e9aebfeaf0,5167.21,30.05,False
05ed04d2-5d40-4633-a7ec-3a11a827a3b3,10002.42,37.66,True
10e1ce8d-1302-4bc9-b882-c16b05ddbdb0,2152.24,45.6,False
ec1f2643-9911-4e0a-afca-3ed2d87c0f4b,7654.25,23.5,False
b71f4577-7a95-48e1-a09e-2f35855de7f9,6981.23,31.14,False
bbfccaa3-ed40-485c-8118-63644864d579,3690.69,35.63,False
9b5a6761-8d8e-42dd-9a3c-a0ceb0910de8,517.95,28.85,False
5000db15-8ce9-4e4a-a98e-407fa8eeca48,2526.08,87.43,True
d745aa4f-0848-4df5-9d22-c74135c67350,3572.31,75.5,False
22c45431-edf3-4510-acca-2ad36c33aea3,4306.7,63.8,False
90709f5f-43b7-4063-88ba-8cb0ce6d543b,3800.76,59.68,False
b294ae85-c6e8-41bf-af2a-f381a45eead0,3980.09,16.51,False
c2374e7a-4d39-48a9-943a-ba9c7456d1e1,11368.98,33.83,True
9c5e0095-1290-4db5-a82a-b08451b8b8c8,7358.22,57.64,False
45952a0c-d2d4-4476-890c-1ff0859b51d2,1094.24,61.79,False
8fb2b54b-4a20-4a1f-90bf-ea1a048d53a9,2004.08,64.08,True
cb7041c0-3116-43db-b153-c05458d1f556,2647.39,88.65,False
dceb9dfb-da03-4f96-b118-ef141779e320,919.46,29.32,True
a601ba06-6116-49b2-a042-f115457ff6cd,2626.0,4.59,False
852783c9-612d-41e7-a1f5-9eaad4d0b01d,3368.33,43.13,False
344f9b25-4af8-4c08-bc72-58d6a0681571,2980.75,8.4,False
0a62b215-d95b-4a22-b7ab-be02bbac7b6c,2099.99,44.85,False
838abdd5-4d16-435c-a814-595328da1e37,7538.06,76.14,False
5cc680ab-2003-4c99-94e9-47bf85864d65,3639.93,34.21,False
af472086-0a19-4782-a5c6-38b667802265,2111.66,48.56,False
74a3e83e-a0ac-44c8-a347-899bbc2fa9d9,4531.54,72.08,False
98a56d2a-8347-4af7-92d1-2fc62db525a3,6102.25,31.27,False
faad1683-2d81-48d3-9d65-f95b024a911b,683.75,80.69,False
9d85e64c-a5c9-491c-b75e-fb813382fd95,4701.69,2.82,False
8f577092-8e43-4a02-8433-248d27161697,3372.59,79.65,False
e9083530-9131-4e8f-855f-24d1195bb1c6,3097.37,39.68,False
89f25507-c064-466b-ae16-50bc77d2d8cd,5290.16,109.92,True
3c07aac5-a46e-4280-8f75-822985650578,3195.54,24.93,False
