account_id,expected_bill_usd,actual_bill_usd,underbilled_flag,assigned_rep_id,applied_discount_pct,discount_ceiling_pct,discount_violation_flag
43349331-627b-4113-9f3a-d032b33b717a,190.99,190.99,False,REP-894,16.03,17.63,False
9cdac2cb-5fda-4d9e-9810-dc5d9ba71602,1543.2,1543.2,False,REP-177,1.4,19.85,False
4c2638ab-4277-4f6c-9148-71c91677baa1,2276.24,2021.63,True,REP-572,6.83,9.31,False
329d4b04-63d5-4f21-9324-6df44ef74a88,1571.59,1571.59,False,REP-363,24.08,23.49,True
f040c6aa-dde3-444f-b5a4-d393f37dcaa4,2911.67,2911.67,False,REP-823,38.23,25.7,True
a20202b9-b0c4-4dfd-9a2f-ff727f5aedf9,3546.25,3546.25,False,REP-240,3.46,21.49,False
272e2268-cf5d-426d-ba49-0a858e147221,232.04,232.04,False,REP-458,32.57,20.15,True
10bcb2e1-88a9-4f23-9ba3-c47181cc14b0,1450.92,1450.92,False,REP-071,27.88,24.31,True
5512ae4b-cc9c-4d6a-aa8a-31c2ecc734bd,2519.99,2519.99,False,REP-852,7.78,25.32,False
179102a6-f100-4543-9896-03f1fae5fdb6,2797.66,2022.16,True,REP-740,32.63,22.83,True
8f32c0bd-6c69-49ff-90a5-3691c667af26,3262.81,3262.81,False,REP-637,13.26,8.18,True
7bead3ea-17f4-4edc-b024-5d7abad4a2ff,1927.97,1927.97,False,REP-748,19.2,23.02,False
4a158703-d20c-4c80-a87a-c8efb3907a00,598.08,598.08,False,REP-142,37.65,12.29,True
ef533373-2433-4447-b4bf-e842d6bc7e04,1494.94,1494.94,False,REP-521,38.89,14.46,True
e7f9c918-2631-46a2-a74a-1f35b35877d3,1886.69,1886.69,False,REP-450,8.14,15.06,False
70b7d01e-bdcb-4eef-8674-63246f1309f1,2002.36,2002.36,False,REP-340,27.32,5.29,True
e4b02cd5-1119-4e24-8e93-3f09f988cc25,1374.98,1225.24,True,REP-393,27.78,19.27,True
53f4f60c-f1bd-476c-b7fb-7e0bdc69fb28,818.45,818.45,False,REP-219,18.38,14.61,True
d1fdd407-8f72-4d00-b03e-8affa616108b,1481.11,1481.11,False,REP-127,34.85,20.07,True
dcacf4bb-4d61-4c1f-9438-d2f4f98d89c7,2099.89,2099.89,False,REP-462,34.18,20.34,True
b50bead0-127d-44df-84a6-ead244183a36,333.16,333.16,False,REP-303,27.43,7.24,True
48dbb55e-e0fd-402a-8ae0-27692b59cc82,3404.2,3404.2,False,REP-216,18.43,9.11,True
44ffd064-9add-45dc-8890-511b124a6616,2395.59,2395.59,False,REP-674,1.65,10.36,False
b3b89988-1b64-420c-94fd-a026108b8369,725.22,725.22,False,REP-191,11.96,6.72,True
b399e74a-9eac-4db7-9f05-71a603974d01,3704.57,3704.57,False,REP-549,17.84,11.98,True
d2301045-ee71-4d16-957b-097f2aa4bfcc,3620.63,3620.63,False,REP-578,6.86,16.85,False
ed75e4a9-9b39-487c-8ee0-cf4dedd744d7,3201.46,3201.46,False,REP-934,5.82,28.81,False
763d7cc7-860c-4b48-b79e-a0a67094a720,2047.56,2047.56,False,REP-763,34.9,17.41,True
eaae2eaa-1f34-463b-b5cf-363533cc54ef,3582.99,3582.99,False,REP-833,26.52,21.58,True
0f348db0-77a0-46e2-b7c3-7824682403be,1059.35,1059.35,False,REP-778,8.26,27.88,False
d5c22804-0a0e-4560-bf4f-a84297e96e36,3298.53,2940.71,True,REP-058,28.47,25.33,True
cd4f4dea-0eb0-4eef-9b6f-4e4cb8c96757,2185.42,2185.42,False,REP-030,4.76,24.65,False
384b9a20-ffac-4d39-93b2-194b3a7c0feb,659.36,659.36,False,REP-498,30.8,17.18,True
a48eaa06-81c9-4b3b-a3ae-9b71588020d8,3385.43,3385.43,False,REP-345,1.87,15.53,False
bc27c21c-f9e4-44ce-92e6-95d8aaeabd1e,3770.74,3770.74,False,REP-400,15.89,7.58,True
b54f3136-2559-4c55-8345-4b0642582e56,2696.0,2696.0,False,REP-214,26.4,26.41,False
9a5731c7-6a16-4266-be7e-732d64c695de,1323.55,977.75,True,REP-501,36.98,25.32,True
98cc7786-a0d2-4ff5-8efa-2d6bdecb31a3,3979.51,3979.51,False,REP-309,11.61,10.29,True
4d0b3eac-f8c0-4e2b-8fa3-b6b356e27494,3121.78,3121.78,False,REP-402,20.23,15.74,True
df1ab337-fdb8-40be-9e7d-ce3d82482b72,1936.96,1936.96,False,REP-005,1.41,14.67,False
73a7a5bb-5db2-4ccc-93e0-bf2a81e51b9b,1966.71,1966.71,False,REP-379,31.54,26.69,True
d5a63c68-494e-44b1-8299-7a2023930c28,2444.97,2444.97,False,REP-105,34.84,18.99,True
122c82b3-f3d5-44f6-9596-943a98166511,1319.44,1319.44,False,REP-740,15.08,24.99,False
a3e8d2c2-48b1-4447-a73e-abc47639936c,2309.3,2309.3,False,REP-976,13.61,5.81,True
fafd1f61-f494-40ba-aac9-599e95056670,3447.57,3447.57,False,REP-735,22.6,5.84,True
48b376bf-749a-42b2-9caa-8772446ed413,5676.36,5676.36,False,REP-890,2.58,10.4,False
aa80f144-c5d6-475d-91e7-a13907af9c29,837.41,837.41,False,REP-718,35.22,15.67,True
f55802c0-70f1-48d1-aae7-c01fb2fbebce,1372.84,1372.84,False,REP-244,31.33,6.95,True
e656af82-aefc-47ca-9726-1b0af8df7b20,2476.72,2476.72,False,REP-693,28.26,25.42,True
5939fed1-82d9-470d-9541-5df8bbaaba1d,1758.72,1758.72,False,REP-295,33.73,22.89,True
6e158144-18f5-48bb-a617-3b88147d31ac,1651.04,1651.04,False,REP-638,20.97,13.37,True
568b94ed-af47-44f7-8517-1c0adec76bc5,443.81,443.81,False,REP-007,21.73,21.22,True
9aa356a6-580a-42b4-b63d-d5e10a46d75b,2007.11,2007.11,False,REP-035,25.65,13.06,True
16beef75-4864-49c1-a424-e7200027a136,2256.59,2256.59,False,REP-760,4.0,17.77,False
414bb8b3-0144-45b0-a87f-756f59cb3b42,2315.74,2315.74,False,REP-353,0.67,22.5,False
e6e2e120-992b-483a-8b75-a81ffa7b466e,3606.93,3606.93,False,REP-353,22.59,14.69,True
5a003794-a4a9-4b83-b56b-189825a171cd,2690.1,2690.1,False,REP-747,24.34,19.03,True
4d2ad3b8-9e01-4a81-93ef-3017c4cea288,1384.88,1384.88,False,REP-405,20.77,8.38,True
0b8b22b2-2aa7-44c2-804c-d55d035b1de7,3131.68,3131.68,False,REP-549,5.64,6.78,False
d5bc5a13-dfdd-47f3-a960-096fd792e63f,1625.56,1625.56,False,REP-804,29.23,15.73,True
f393e4df-4b14-4bec-87c1-c1fa3c438e8b,474.02,474.02,False,REP-464,24.49,20.55,True
d509602a-f7cf-4386-b61e-15927161e968,2724.07,2724.07,False,REP-215,9.78,10.61,False
2a2e10c4-8909-4d93-8597-2044284a8b7b,1967.98,1967.98,False,REP-253,1.33,21.92,False
469b58c7-2497-49a8-a06b-4a4490c4bd42,1988.12,1988.12,False,REP-690,15.16,10.06,True
a394e668-127e-45af-b1ad-aa87176944b5,2038.89,2038.89,False,REP-706,0.27,20.82,False
dd1f1703-03e5-4ee0-b1f3-ce3499b1e8fb,3949.33,3949.33,False,REP-001,10.8,17.47,False
143da9a8-cf16-42c0-b0c3-be357371b137,1720.44,1331.19,True,REP-672,5.83,8.81,False
ace3e23d-21f8-410f-ba7b-b866cc34bd52,899.47,899.47,False,REP-407,7.66,29.36,False
7de874e1-604c-4ff2-893c-e35d8c65aa8d,3094.84,3094.84,False,REP-748,2.57,23.25,False
3e465ffa-b17a-4f8e-9ec4-8b61c169382c,2870.34,2560.6,True,REP-777,30.61,22.99,True
3390bc12-f1d8-4c9d-9540-e778453521fe,5020.56,3658.05,True,REP-848,16.87,7.46,True
cccbce03-11ec-4dc3-9246-da270b23bf8b,2262.97,2262.97,False,REP-648,20.07,6.99,True
3bbd1d41-49ff-4945-8842-011f1f46a743,401.74,401.74,False,REP-836,6.85,24.67,False
5cd2bd0d-9d19-4215-8760-ce006d1ddf3c,2206.75,2206.75,False,REP-697,29.83,24.69,True
490d4448-f4fe-4aa5-878d-743f9c132381,1492.85,1492.85,False,REP-805,16.33,17.61,False
ef5cd8d0-3326-4feb-a08a-dadd7cb9ba55,2706.7,2706.7,False,REP-422,10.98,21.45,False
0231e543-a8af-4a2e-b69c-21ace19a2dc5,676.18,492.13,True,REP-646,36.79,29.34,True
5488426e-6833-4b68-9a40-e3132b65b619,936.47,936.47,False,REP-923,11.67,8.52,True
49a02f79-afe8-4d7f-aec4-bdf462defe64,1018.68,785.35,True,REP-757,1.6,23.74,False
6bf05c97-0218-4f83-80ab-a6000fea732f,740.45,740.45,False,REP-729,23.43,17.01,True
4cefda5a-4c19-4a49-aab8-981cbc3a69ad,1810.84,1810.84,False,REP-093,27.08,11.48,True
a94cedea-ce00-4e7d-9c35-5e047c64f261,2512.86,2512.86,False,REP-520,15.96,8.4,True
e550e099-8a33-4d97-9e6a-aa47e8a64817,3455.55,3455.55,False,REP-407,38.2,14.92,True
9f952be4-9bd7-43ac-9d16-895f06985dfc,1215.38,1215.38,False,REP-952,36.71,15.2,True
8ba8e3ff-3087-4f48-b241-2a3a0fdba7f2,1323.99,1323.99,False,REP-181,12.46,7.74,True
3d8eced4-76cb-402b-b7da-1b08fdeccbd0,1269.27,1269.27,False,REP-100,24.78,6.62,True
c69bff94-2f84-49f7-a288-37cc08469cf7,1453.93,1453.93,False,REP-792,24.65,18.9,True
690c3a55-1acb-477e-9035-e4f3b713a820,2811.73,2811.73,False,REP-659,28.88,15.92,True
aa9a8577-d29e-49db-a4c5-b140503c4a08,1087.73,1087.73,False,REP-211,30.01,21.06,True
1b333a1f-2a51-48f7-8f70-4702b79bf3c3,2831.53,2831.53,False,REP-064,39.75,9.42,True
b473e659-1788-49ce-a26e-42b769feb62a,290.38,290.38,False,REP-202,24.59,16.93,True
7ca9e33a-dac6-4dc8-9c42-289d916a6c4c,1499.12,1499.12,False,REP-111,9.52,21.02,False
c4db7024-4a99-49d4-a56d-c78789d570fd,497.8,497.8,False,REP-089,36.36,10.63,True
bf449003-45a7-44b5-80c6-caaf4bd9fa1a,2927.52,2927.52,False,REP-385,22.86,5.64,True
50b69157-bde3-47fb-a749-0acab65e76e1,3590.69,3077.34,True,REP-466,8.82,16.12,False
5e62c281-aec5-48f0-bbaa-e34928d4a427,3050.53,3050.53,False,REP-593,35.47,29.79,True
541098f3-7378-4396-9a09-27b82f12c4a2,2137.35,1758.49,True,REP-732,27.37,20.03,True
4bacca6a-697a-4850-949b-45273ecd1f9e,2152.49,2152.49,False,REP-137,12.02,7.03,True
ccd2a365-b724-46bf-b04e-b69931be383e,1868.57,1393.33,True,REP-394,2.54,13.71,False
7c64f9db-3b4c-4d47-b592-8ee11e7466b7,1596.1,1596.1,False,REP-612,14.56,17.16,False
57450ac2-283d-48ed-ba16-0e098d2311b2,3522.97,3522.97,False,REP-621,12.31,27.96,False
5b0e39c7-e8fd-4d9f-8e9f-6c3a6053bcc3,490.14,490.14,False,REP-029,10.13,28.84,False
8c7bdab5-9630-48a6-b3bb-18089ae8c62d,840.66,620.2,True,REP-682,26.54,27.27,False
9a9d79a0-ed06-4bd9-bb97-7ad4a8898403,2273.59,2273.59,False,REP-704,34.63,27.54,True
9eab77da-3150-455d-bc70-2ce36507459c,3702.88,3702.88,False,REP-080,33.7,19.3,True
0a0303d0-7798-46a9-8b54-9f70432f6a5d,4620.99,4620.99,False,REP-288,30.35,18.09,True
3d106acf-948f-4ff6-976f-03d088c608e6,1937.25,1937.25,False,REP-972,18.84,11.01,True
cd3056b1-f6e5-40bd-af40-2ab8784112f4,615.72,615.72,False,REP-664,25.25,17.19,True
d6bcc374-cf95-4b63-8aec-16651eb7902c,3511.34,3511.34,False,REP-447,38.37,24.11,True
30f760ae-4429-4179-96e6-a2132e6461fd,3239.34,3239.34,False,REP-895,28.95,13.32,True
3f27c24f-3e41-4bb7-9c5f-7852b207549b,2029.26,2029.26,False,REP-434,12.73,13.83,False
601dd4d5-ae84-49b6-b08c-2e414fe67625,1320.26,1320.26,False,REP-696,7.48,17.0,False
3cbedc03-336f-4cc5-8a29-7109cc611889,3375.96,2470.47,True,REP-680,35.52,15.87,True
26bce14e-47d0-43e5-912b-05899b0de07f,188.47,188.47,False,REP-874,35.07,17.64,True
864da239-89d9-4f6a-8a00-abc0964a0058,1801.1,1801.1,False,REP-114,10.37,6.71,True
9158e79d-c77c-4ef8-9f3e-65d08c144931,1351.98,1351.98,False,REP-067,27.31,24.96,True
59611d1c-e4af-4aee-b3db-8e97338b65db,1278.56,1278.56,False,REP-676,30.16,5.92,True
dce3e7ea-7757-408d-ac44-f4a5827310f1,3194.64,3194.64,False,REP-695,16.6,10.51,True
66759c29-a5f1-449b-b688-423036c2b35b,1059.12,1059.12,False,REP-149,21.34,16.98,True
b175a117-afa7-4291-8abd-03bc1104d46a,2042.55,1486.63,True,REP-440,17.82,21.67,False
e3f4e9bc-30ac-478b-ad8b-fed8b7502762,3297.7,3297.7,False,REP-109,35.22,27.35,True
30eff4a5-3287-46ac-8186-46fb29eeb5dd,517.63,517.63,False,REP-468,7.31,14.47,False
df977dc9-ad62-4ee1-9346-6a6c480ec699,1599.48,1599.48,False,REP-780,29.95,8.14,True
22e393aa-5ee1-45c2-8aef-305b636e074b,3533.4,3533.4,False,REP-775,0.07,26.96,False
f1baf268-d880-4b7e-aeb1-dc6be8298035,2182.8,1775.69,True,REP-744,17.7,9.78,True
31e85e6c-158a-4dae-a037-3615c139f2a7,3126.51,3126.51,False,REP-326,3.49,27.44,False
499ac3dd-7be6-4ea5-9534-18b5cb4d1113,1295.1,1295.1,False,REP-956,25.13,14.92,True
b8b33489-5ffa-4c0b-ae93-a4359da92dfb,2419.18,2419.18,False,REP-113,39.27,23.26,True
2aa822c8-da39-469b-a4e5-d20af48429dc,6984.49,6984.49,False,REP-374,14.9,10.2,True
12cfcf3a-18bb-4fdf-981c-5248b532fe12,1901.06,1901.06,False,REP-777,9.64,16.46,False
6460b45f-c961-46f7-8934-e7693b4035a5,2350.08,2350.08,False,REP-296,18.61,27.04,False
52c29620-be44-450f-af33-8077b9eba7e5,2397.16,2397.16,False,REP-834,34.68,20.05,True
d483199e-43af-45c9-b933-5d1c0047b540,4379.69,3234.2,True,REP-951,37.11,27.57,True
a6c2f021-6b15-4f44-83f7-9ee37aef77e9,1662.06,1662.06,False,REP-414,3.7,21.77,False
3ffbcd4f-c1a7-44b2-b669-ae4b287b77c0,1845.22,1845.22,False,REP-427,38.15,10.59,True
7e615be1-d0a0-4ba2-b0d6-91d2efa966e4,2503.75,2503.75,False,REP-659,29.42,25.69,True
a87cff77-bf1e-4e7e-b76a-9a780fe78dc2,5975.62,4640.65,True,REP-073,19.59,6.85,True
30fef5d0-3f56-4249-8e06-7349369812f2,3664.8,3664.8,False,REP-708,36.82,17.45,True
dfa915f7-81a5-4ba4-9b80-a824017d1a2b,2683.03,2683.03,False,REP-198,1.2,29.26,False
947f0c06-7a2f-4571-b360-9ebaf0f1f9be,1455.5,1455.5,False,REP-262,27.81,16.95,True
75ce5fa2-3a37-4571-b522-1c8adca521f7,4094.22,4094.22,False,REP-686,2.48,7.03,False
6b117e86-dbf1-4252-8fea-9f3faa004764,2584.01,2584.01,False,REP-115,16.82,13.31,True
ad26db75-3de2-4712-a2b2-84969ee376f3,1855.65,1855.65,False,REP-864,28.58,18.01,True
9ee2d538-ff5c-4f49-a13f-b595b8c526ea,3874.95,2670.89,True,REP-365,36.78,29.53,True
431e2d3c-2ce1-4fc2-8ad4-aca5a0129846,1677.53,1677.53,False,REP-869,5.01,16.63,False
61188abc-1395-4224-b6ec-0122be9c383e,630.99,630.99,False,REP-432,13.58,14.31,False
8866b2da-85b9-444a-9ebd-2d81223a5af7,2643.68,2643.68,False,REP-671,22.73,19.07,True
90da0d55-515f-4272-aeab-5d7d9c7854d5,3656.47,3656.47,False,REP-041,14.09,15.87,False
4b88f759-799b-4c2b-be3b-50e59c57d684,952.23,952.23,False,REP-704,14.73,11.25,True
af2f92e4-713a-46f4-9d7d-b0498d99a1b1,2616.32,2616.32,False,REP-482,31.21,17.11,True
ba51f31f-5bee-4336-ae7a-f7db579e618f,3267.72,3267.72,False,REP-165,8.71,29.55,False
063624ce-8c3b-40e1-928c-9c60e4c3a3d1,870.82,870.82,False,REP-563,5.24,9.57,False
eee335bc-8f4e-4270-9c0e-252805c4fcca,1988.49,1988.49,False,REP-463,25.47,29.68,False
be36180a-005f-4578-961a-222780169055,2253.73,2253.73,False,REP-372,12.81,8.97,True
6d172738-8e25-4c7d-b0f1-dbd97dae090e,1392.04,1392.04,False,REP-811,19.82,14.42,True
52626c23-1476-455b-95a6-3bac84727948,2403.95,2403.95,False,REP-532,16.9,25.71,False
1af78acc-1706-41bb-9118-04187e356aad,1112.5,1112.5,False,REP-946,8.48,7.28,True
f94c372d-38e5-4042-a0e9-2818782eaf9f,1743.72,1743.72,False,REP-624,25.76,28.2,False
231d376d-1747-4823-a27a-5cffc4ff62f0,1796.85,1410.77,True,REP-108,37.56,5.15,True
425f1d24-f73f-4726-b56d-59f85b154b55,4992.9,4992.9,False,REP-772,2.25,5.7,False
53464055-0745-4b5a-afb6-6aedeac7d7b4,6393.77,6393.77,False,REP-767,37.98,23.46,True
84e3386c-6a33-45ac-a8a5-5328cc21e0d0,1436.94,1436.94,False,REP-892,35.81,26.15,True
295764d7-f33d-4a24-8432-bd5f7eb5487c,2227.16,1798.04,True,REP-252,27.62,9.6,True
5b27eaee-5a64-473b-b98d-9125acf493e0,6452.18,6452.18,False,REP-657,14.8,17.82,False
52b2f49d-7478-4b8f-96cd-eeb98807e23b,1412.76,1412.76,False,REP-665,29.88,13.34,True
cea465c1-5767-4870-a7ae-be2bfa698088,1941.27,1941.27,False,REP-956,15.86,8.05,True
f039662c-cd7f-4b38-9557-c09adcddd175,1721.03,1721.03,False,REP-633,36.3,9.8,True
540694ee-49ad-48fc-9696-10ed5afd9d9a,3094.16,3094.16,False,REP-210,2.9,26.25,False
3b3c3dbb-8dbb-4d61-a3ad-c3b6423b3783,1961.1,1961.1,False,REP-063,38.77,23.97,True
7b388039-efa5-40b5-bad3-516acc7237ed,262.29,262.29,False,REP-114,31.5,22.2,True
5a6577df-d9be-4cd3-903b-e12b947807d2,465.3,465.3,False,REP-477,23.52,7.93,True
1e611e97-d5a2-42d1-873c-a82950b90443,2138.48,2138.48,False,REP-426,7.75,9.4,False
17b2430a-6a8f-4027-adb7-9706fbb06602,3776.78,3776.78,False,REP-562,0.38,8.59,False
71c6668f-be22-48fa-b301-244f133fe30a,4342.93,4342.93,False,REP-999,4.86,16.32,False
6f82c2f5-d5b9-4604-af03-9b1873e1abe5,890.98,635.54,True,REP-446,39.32,9.03,True
a49a5f32-552b-4246-8c35-21591f686fd9,3184.86,3184.86,False,REP-793,27.23,11.94,True
35b2690b-ced4-4b69-949b-3ea56f0519b9,3071.62,3071.62,False,REP-874,15.05,6.43,True
934e933c-711b-495e-9fc0-4e16697e66a9,2513.32,2513.32,False,REP-622,24.3,14.01,True
f27db193-703d-49f6-8c9f-e3474598179f,1152.49,830.4,True,REP-872,17.47,12.58,True
d9dc4ef3-142f-4481-89af-079af67cb82d,2045.81,2045.81,False,REP-857,28.87,5.62,True
1f5aea59-9c97-4eaa-b8ba-da860f231136,6766.13,5775.37,True,REP-435,22.56,29.49,False
b5eb0f98-1d82-471b-a6bb-3d63b4744aba,1278.45,1278.45,False,REP-317,1.0,11.98,False
ef872f81-9254-494e-af06-d60c993923f1,2357.74,2063.24,True,REP-489,36.0,7.07,True
416bbbe8-c28e-4551-925e-2a21425d6591,2828.01,2828.01,False,REP-459,28.52,13.82,True
8b67bc4e-b1ff-42a0-8db6-cc993392356a,1546.45,1546.45,False,REP-422,17.12,23.63,False
a187b659-593f-4ce0-abde-b495623ad076,2173.64,2173.64,False,REP-740,22.71,19.6,True
6c07bd9f-62e6-4e89-81b0-3250f216f4c6,1312.98,1312.98,False,REP-881,33.6,7.94,True
0a570157-e0ea-46eb-a8bd-0f42040c5fca,3961.64,3961.64,False,REP-592,21.09,20.58,True
2123b337-4281-4ba9-afd4-0fd152a890e0,2750.59,2750.59,False,REP-593,3.99,22.4,False
b1dc5b7a-59b8-420a-8a93-40342679861d,1460.64,1460.64,False,REP-376,25.34,15.86,True
8b5c065d-0528-475f-986a-f992f2a69a93,1515.37,1515.37,False,REP-229,10.19,23.31,False
457fc4cd-6f3e-472e-b922-d7c8bb07e289,1000.34,1000.34,False,REP-482,1.55,15.35,False
3356a67b-3b75-4066-9ef8-1cf233bd9cf2,3752.59,3752.59,False,REP-662,29.96,14.97,True
5a951fc0-7db0-428f-b5dd-f5c198b4928b,3122.82,3122.82,False,REP-888,4.09,28.65,False
0679790e-21e4-4725-a931-9bc4699e2e1a,6966.27,5137.89,True,REP-506,7.07,14.5,False
82285cbe-fc35-4f0f-9b4c-721b6ef4a9e2,3916.18,3916.18,False,REP-711,0.28,18.46,False
423ec92e-96cf-4b3b-bff3-f1e1566a9e0c,1799.99,1799.99,False,REP-855,39.77,24.54,True
00f01f52-c515-47b4-a133-7059e099b9a2,2513.99,1788.64,True,REP-174,30.0,15.33,True
